POINT,ミーゼス応力,最大主応力(σ1),中間主応力(σ2),最小主応力(σ3),トレスカ応力,最大主歪み
2037,2.49E+00,1.21E+00,0.00E+00,-3.68E-02,2.72E+00,1.66E-05
2038,3.09E+00,1.43E+00,0.00E+00,-1.14E-01,3.37E+00,2.25E-05
2039,2.71E-01,3.08E-01,0.00E+00,1.41E-01,3.08E-01,4.51E-06
2040,2.49E-01,2.79E-01,0.00E+00,1.09E-01,2.79E-01,5.57E-06
2041,3.29E-01,3.38E-01,0.00E+00,6.34E-02,3.64E-01,7.11E-06
2042,4.72E-01,4.06E-01,0.00E+00,-8.09E-02,5.16E-01,7.95E-06
2043,6.49E-01,5.30E-01,0.00E+00,-1.80E-01,7.10E-01,9.57E-06
2044,6.99E-01,6.01E-01,0.00E+00,-1.55E-01,7.56E-01,1.06E-05
2045,7.52E-01,6.25E-01,0.00E+00,-2.02E-01,8.27E-01,1.05E-05
2046,8.39E-01,-2.83E-01,0.00E+00,-7.56E-01,9.42E-01,5.57E-07
2047,7.76E-01,-4.04E-01,0.00E+00,-7.58E-01,8.65E-01,-1.46E-06
2048,6.51E-01,-2.73E-01,0.00E+00,-6.30E-01,7.32E-01,-4.50E-07
2049,4.10E-01,3.60E-03,0.00E+00,-3.55E-01,4.60E-01,1.79E-06
2050,3.65E-01,2.52E-01,0.00E+00,-1.55E-01,4.07E-01,4.38E-06
2051,3.65E-01,3.19E-01,0.00E+00,-5.54E-02,4.03E-01,4.68E-06
2052,3.66E-01,3.48E-01,0.00E+00,4.61E-02,3.94E-01,4.56E-06
2053,2.57E-01,1.81E-01,0.00E+00,-4.08E-02,2.94E-01,2.38E-06
2054,2.62E-01,2.18E-01,0.00E+00,4.30E-03,2.99E-01,2.61E-06
2055,2.61E-01,2.63E-01,0.00E+00,3.86E-02,2.90E-01,3.23E-06
2056,3.01E-01,2.34E-01,0.00E+00,-3.15E-02,3.29E-01,3.56E-06
2057,4.99E-01,1.59E-01,0.00E+00,-2.51E-01,5.42E-01,3.24E-06
2058,6.68E-01,1.14E-01,0.00E+00,-3.74E-01,7.23E-01,3.16E-06
2059,7.56E-01,9.37E-02,0.00E+00,-4.30E-01,8.15E-01,3.22E-06
2060,8.12E-01,-6.80E-01,0.00E+00,-8.99E-01,8.99E-01,-5.90E-06
2061,6.96E-01,-5.60E-01,0.00E+00,-7.76E-01,7.76E-01,-4.73E-06
2062,4.60E-01,-3.14E-01,0.00E+00,-5.17E-01,5.17E-01,-2.38E-06
2063,2.91E-01,1.42E-02,0.00E+00,-2.51E-01,3.26E-01,1.45E-06
2064,3.29E-01,2.44E-01,0.00E+00,-1.01E-01,3.66E-01,4.06E-06
2065,4.02E-01,3.77E-01,0.00E+00,-1.34E-02,4.50E-01,5.64E-06
2066,4.07E-01,4.06E-01,0.00E+00,3.82E-02,4.51E-01,5.91E-06
2067,2.64E-01,2.85E-01,0.00E+00,7.67E-02,2.95E-01,4.84E-06
2068,2.38E-01,2.21E-01,0.00E+00,-2.43E-02,2.57E-01,5.33E-06
2069,2.40E-01,1.95E-01,0.00E+00,-6.88E-02,2.64E-01,5.25E-06
2070,2.47E-01,1.63E-01,0.00E+00,-1.17E-01,2.80E-01,4.48E-06
2071,2.93E-01,1.66E-01,0.00E+00,-1.55E-01,3.28E-01,4.16E-06
2072,3.05E-01,1.53E-01,0.00E+00,-1.72E-01,3.46E-01,3.95E-06
2073,3.35E-01,1.44E-01,0.00E+00,-2.23E-01,3.83E-01,3.36E-06
2074,2.94E-01,1.18E-01,0.00E+00,-2.05E-01,3.33E-01,3.31E-06
2075,3.04E-01,1.53E-01,0.00E+00,-1.70E-01,3.45E-01,3.97E-06
2076,2.94E-01,1.68E-01,0.00E+00,-1.55E-01,3.29E-01,4.20E-06
2077,2.50E-01,1.67E-01,0.00E+00,-1.16E-01,2.83E-01,4.54E-06
2078,2.44E-01,2.01E-01,0.00E+00,-6.66E-02,2.68E-01,5.33E-06
2079,2.41E-01,2.29E-01,0.00E+00,-1.53E-02,2.59E-01,5.40E-06
2080,2.76E-01,3.00E-01,0.00E+00,8.01E-02,3.07E-01,5.23E-06
2081,2.60E-01,2.79E-01,0.00E+00,7.49E-02,2.88E-01,2.92E-06
2082,2.08E-01,2.12E-01,0.00E+00,3.06E-02,2.28E-01,2.16E-06
2083,1.57E-01,1.27E-01,0.00E+00,-3.41E-02,1.73E-01,1.46E-06
2084,1.59E-01,1.06E-01,0.00E+00,-6.86E-02,1.80E-01,1.34E-06
2085,2.57E-01,1.99E-01,0.00E+00,-8.51E-02,2.92E-01,3.27E-06
2086,3.16E-01,2.50E-01,0.00E+00,-9.41E-02,3.58E-01,4.30E-06
2087,3.42E-01,2.56E-01,0.00E+00,-1.19E-01,3.91E-01,4.60E-06
2088,3.40E-01,2.55E-01,0.00E+00,-1.18E-01,3.89E-01,4.55E-06
2089,3.16E-01,2.51E-01,0.00E+00,-9.38E-02,3.58E-01,4.29E-06
2090,2.58E-01,2.00E-01,0.00E+00,-8.49E-02,2.92E-01,3.29E-06
2091,1.62E-01,1.15E-01,0.00E+00,-6.70E-02,1.82E-01,1.59E-06
2092,1.71E-01,9.45E-02,0.00E+00,-8.66E-02,1.86E-01,1.24E-06
2093,2.11E-01,1.09E-01,0.00E+00,-1.05E-01,2.27E-01,1.37E-06
2094,2.42E-01,1.38E-01,0.00E+00,-1.02E-01,2.65E-01,1.84E-06
2095,9.27E-01,9.90E-01,0.00E+00,8.28E-01,9.90E-01,1.17E-05
2096,7.99E-01,8.69E-01,0.00E+00,6.76E-01,8.69E-01,1.07E-05
2097,5.60E-01,6.24E-01,0.00E+00,3.80E-01,6.24E-01,8.37E-06
2098,3.64E-01,2.93E-01,0.00E+00,-1.55E-02,4.10E-01,4.94E-06
2099,3.21E-01,9.25E-02,0.00E+00,-2.17E-01,3.55E-01,1.34E-06
2100,3.30E-01,6.60E-02,0.00E+00,-2.86E-01,3.63E-01,8.86E-07
2101,3.36E-01,6.97E-02,0.00E+00,-2.92E-01,3.62E-01,9.22E-07
2102,9.30E-01,9.92E-01,0.00E+00,8.34E-01,9.92E-01,1.17E-05
2103,8.02E-01,8.71E-01,0.00E+00,6.80E-01,8.71E-01,1.08E-05
2104,5.59E-01,6.22E-01,0.00E+00,3.77E-01,6.22E-01,8.41E-06
2105,3.81E-01,3.52E-01,0.00E+00,-5.50E-03,4.28E-01,6.39E-06
2106,3.86E-01,1.67E-01,0.00E+00,-2.48E-01,4.15E-01,4.00E-06
2107,4.37E-01,4.22E-02,0.00E+00,-4.03E-01,4.77E-01,2.68E-06
2108,4.34E-01,-1.23E-02,0.00E+00,-4.29E-01,4.74E-01,1.81E-06
2109,9.81E-01,1.09E+00,0.00E+00,7.61E-01,1.09E+00,1.17E-05
2110,8.87E-01,9.69E-01,0.00E+00,7.20E-01,9.69E-01,1.04E-05
2111,6.92E-01,7.56E-01,0.00E+00,4.99E-01,7.61E-01,8.06E-06
2112,4.33E-01,4.18E-01,0.00E+00,7.82E-02,4.74E-01,5.67E-06
2113,3.52E-01,1.65E-01,0.00E+00,-2.25E-01,3.90E-01,4.61E-06
2114,3.47E-01,1.05E-01,0.00E+00,-2.79E-01,3.84E-01,4.61E-06
2115,3.48E-01,1.01E-01,0.00E+00,-2.83E-01,3.83E-01,4.18E-06
2116,3.58E-01,9.74E-02,0.00E+00,-2.93E-01,3.90E-01,4.22E-06
2117,3.48E-01,9.96E-02,0.00E+00,-2.85E-01,3.85E-01,4.54E-06
2118,3.56E-01,1.67E-01,0.00E+00,-2.27E-01,3.94E-01,4.75E-06
2119,4.35E-01,4.20E-01,0.00E+00,8.02E-02,4.73E-01,5.73E-06
2120,6.88E-01,7.52E-01,0.00E+00,5.05E-01,7.53E-01,7.99E-06
2121,8.88E-01,9.70E-01,0.00E+00,7.27E-01,9.70E-01,1.03E-05
2122,9.80E-01,1.08E+00,0.00E+00,7.78E-01,1.08E+00,1.14E-05
2123,4.67E-01,2.89E-01,0.00E+00,-4.35E-02,5.25E-01,4.53E-06
2124,4.26E-01,2.55E-01,0.00E+00,-4.15E-02,4.76E-01,4.02E-06
2125,3.39E-01,1.94E-01,0.00E+00,-3.50E-02,3.74E-01,2.96E-06
2126,2.00E-01,1.66E-01,0.00E+00,1.99E-02,2.21E-01,2.90E-06
2127,1.56E-01,9.49E-02,0.00E+00,-5.29E-02,1.73E-01,1.76E-06
2128,2.44E-01,2.04E-02,0.00E+00,-2.22E-01,2.66E-01,1.21E-06
2129,3.33E-01,-1.50E-02,0.00E+00,-3.30E-01,3.64E-01,1.14E-06
2130,4.23E-01,5.02E-02,0.00E+00,-3.86E-01,4.64E-01,2.15E-06
2131,3.96E-01,2.98E-02,0.00E+00,-3.72E-01,4.28E-01,1.76E-06
2132,3.37E-01,1.64E-02,0.00E+00,-3.23E-01,3.59E-01,1.65E-06
2133,2.34E-01,-1.69E-02,0.00E+00,-2.37E-01,2.49E-01,8.15E-07
2134,1.79E-01,-1.76E-02,0.00E+00,-1.83E-01,1.95E-01,7.67E-07
2135,1.86E-01,-1.17E-02,0.00E+00,-1.83E-01,2.07E-01,8.33E-07
2136,2.22E-01,-2.60E-02,0.00E+00,-2.16E-01,2.47E-01,7.89E-07
2137,4.61E-01,4.80E-01,0.00E+00,1.17E-01,5.14E-01,6.16E-06
2138,4.31E-01,4.60E-01,0.00E+00,1.88E-01,4.90E-01,5.53E-06
2139,3.63E-01,3.87E-01,0.00E+00,1.68E-01,4.13E-01,4.55E-06
2140,2.36E-01,2.49E-01,0.00E+00,9.10E-02,2.68E-01,2.82E-06
2141,2.10E-01,1.43E-01,0.00E+00,-8.01E-02,2.38E-01,2.86E-06
2142,2.64E-01,1.14E-01,0.00E+00,-1.78E-01,2.93E-01,3.45E-06
2143,3.24E-01,1.08E-01,0.00E+00,-2.49E-01,3.58E-01,3.81E-06
2144,2.83E-01,-1.69E-02,0.00E+00,-2.54E-01,3.19E-01,6.67E-07
2145,2.46E-01,1.25E-02,0.00E+00,-2.19E-01,2.69E-01,1.03E-06
2146,2.51E-01,4.67E-02,0.00E+00,-2.10E-01,2.75E-01,1.73E-06
2147,2.80E-01,6.77E-02,0.00E+00,-2.28E-01,3.03E-01,2.61E-06
2148,3.41E-01,1.17E-01,0.00E+00,-2.54E-01,3.71E-01,3.74E-06
2149,3.76E-01,1.42E-01,0.00E+00,-2.70E-01,4.12E-01,3.91E-06
2150,4.40E-01,2.70E-01,0.00E+00,-2.04E-01,4.84E-01,4.97E-06
2151,1.88E+00,1.87E+00,0.00E+00,6.38E-02,2.01E+00,2.78E-05
2152,3.18E+00,2.68E+00,0.00E+00,-8.21E-01,3.50E+00,4.68E-05
2153,9.96E-01,2.79E-01,0.00E+00,-6.17E-01,1.08E+00,1.22E-05
2154,3.48E+00,1.47E+00,0.00E+00,-1.34E+00,3.74E+00,4.05E-05
2155,3.73E+00,-1.42E+00,0.00E+00,-3.88E+00,4.09E+00,3.59E-06
2156,1.43E+00,1.60E+00,0.00E+00,5.51E-01,1.60E+00,2.60E-05
2157,4.86E+00,-6.64E-01,0.00E+00,-4.93E+00,5.42E+00,3.08E-05
2158,1.62E+00,1.86E+00,0.00E+00,8.98E-01,1.86E+00,2.55E-05
2159,2.66E+00,2.67E+00,0.00E+00,1.28E-01,2.86E+00,4.83E-05
2160,2.89E+00,2.92E+00,0.00E+00,1.20E-01,3.07E+00,4.75E-05
2161,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2162,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2163,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2164,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2165,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2166,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2167,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2168,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2169,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2170,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2171,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2172,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2173,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2174,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2175,2.74E+00,3.00E+00,0.00E+00,7.33E-01,3.05E+00,3.00E-05
2176,3.87E+00,4.38E+00,0.00E+00,2.70E+00,4.38E+00,3.19E-05
2177,4.80E+00,5.43E+00,0.00E+00,3.15E+00,5.47E+00,4.58E-05
2178,1.46E+00,9.46E-01,0.00E+00,-6.67E-01,1.61E+00,1.08E-05
2179,5.45E+00,6.24E+00,0.00E+00,3.61E+00,6.24E+00,5.50E-05
2180,1.43E+00,4.24E-01,0.00E+00,-1.16E+00,1.58E+00,1.11E-05
2181,1.39E+00,3.62E-01,0.00E+00,-1.16E+00,1.53E+00,7.95E-06
2182,2.48E+00,1.46E+00,0.00E+00,-1.32E+00,2.78E+00,2.09E-05
2183,3.58E+00,2.62E+00,0.00E+00,-1.31E+00,3.93E+00,4.18E-05
2184,5.00E-01,4.93E-01,0.00E+00,7.92E-02,5.51E-01,6.82E-06
2185,3.29E-01,3.05E-01,0.00E+00,5.87E-02,3.70E-01,3.95E-06
2186,2.68E-01,2.64E-01,0.00E+00,6.70E-02,3.03E-01,2.99E-06
2187,2.31E-01,2.20E-01,0.00E+00,-1.20E-03,2.56E-01,2.85E-06
2188,1.75E-01,1.23E-01,0.00E+00,-5.99E-02,1.96E-01,1.89E-06
2189,1.81E-01,8.18E-02,0.00E+00,-1.09E-01,2.04E-01,1.91E-06
2190,5.38E-01,-5.63E-02,0.00E+00,-5.34E-01,5.88E-01,1.85E-06
2191,3.21E-01,-5.37E-02,0.00E+00,-3.01E-01,3.56E-01,8.98E-07
2192,2.25E-01,-2.05E-02,0.00E+00,-2.15E-01,2.54E-01,9.36E-08
2193,2.25E-01,5.02E-02,0.00E+00,-1.89E-01,2.50E-01,1.33E-06
2194,1.52E-01,7.95E-02,0.00E+00,-8.12E-02,1.71E-01,1.02E-06
2195,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2196,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2197,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2198,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2199,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2200,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2201,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2202,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2203,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2204,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2205,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2206,5.55E-01,3.11E-01,0.00E+00,-3.27E-01,6.38E-01,6.37E-06
2207,7.86E-01,4.81E-01,0.00E+00,-4.14E-01,8.95E-01,8.96E-06
2208,6.66E-01,5.01E-01,0.00E+00,-2.24E-01,7.40E-01,7.90E-06
2209,4.26E-01,3.69E-01,0.00E+00,-3.85E-02,4.71E-01,5.37E-06
2210,2.06E-01,1.70E-01,0.00E+00,-9.59E-03,2.28E-01,2.42E-06
2211,2.03E-01,3.20E-03,0.00E+00,-1.71E-01,2.23E-01,1.16E-06
2212,7.13E-01,4.29E-01,0.00E+00,-3.90E-01,8.19E-01,9.38E-06
2213,7.74E-01,3.89E-01,0.00E+00,-4.86E-01,8.74E-01,7.41E-06
2214,5.33E-01,1.63E-01,0.00E+00,-3.98E-01,5.86E-01,3.70E-06
2215,2.91E-01,-1.84E-02,0.00E+00,-2.70E-01,3.24E-01,7.96E-07
2216,1.66E-01,7.99E-02,0.00E+00,-5.93E-02,1.79E-01,8.72E-07
2217,2.71E+00,-7.44E-01,0.00E+00,-2.98E+00,3.02E+00,7.20E-06
2218,3.82E+00,-2.56E+00,0.00E+00,-4.35E+00,4.35E+00,-6.60E-06
2219,4.94E+00,-3.28E+00,0.00E+00,-5.58E+00,5.62E+00,-1.15E-05
2220,1.43E+00,6.41E-01,0.00E+00,-9.37E-01,1.58E+00,1.80E-05
2221,5.51E+00,-3.59E+00,0.00E+00,-6.32E+00,6.32E+00,-8.30E-06
2222,1.35E+00,1.07E+00,0.00E+00,-4.55E-01,1.52E+00,2.39E-05
2223,2.82E+00,1.28E+00,0.00E+00,-1.86E+00,3.13E+00,3.30E-05
2224,3.59E+00,1.36E+00,0.00E+00,-2.61E+00,3.98E+00,4.21E-05
2225,1.02E+00,6.32E-01,0.00E+00,-2.91E-01,1.11E+00,3.51E-06
2226,3.87E+00,-2.69E+00,0.00E+00,-4.38E+00,4.38E+00,-8.44E-06
2227,4.80E+00,-3.15E+00,0.00E+00,-5.43E+00,5.47E+00,-9.64E-06
2228,1.31E+00,2.54E-01,0.00E+00,-1.03E+00,1.46E+00,7.07E-06
2229,5.46E+00,-3.61E+00,0.00E+00,-6.25E+00,6.25E+00,-9.56E-06
2230,1.43E+00,1.17E+00,0.00E+00,-4.15E-01,1.59E+00,2.55E-05
2231,1.37E+00,1.14E+00,0.00E+00,-3.71E-01,1.51E+00,2.51E-05
2232,2.48E+00,1.29E+00,0.00E+00,-1.51E+00,2.79E+00,3.14E-05
2233,3.65E+00,1.33E+00,0.00E+00,-2.70E+00,4.02E+00,4.27E-05
2234,1.99E+00,-5.01E-01,0.00E+00,-2.07E+00,2.23E+00,1.11E-05
2235,1.99E+00,2.09E+00,0.00E+00,5.35E-01,2.23E+00,3.33E-05
2236,4.15E+00,4.24E+00,0.00E+00,2.79E-01,4.41E+00,5.00E-05
2237,1.73E+00,9.68E-01,0.00E+00,-9.78E-01,1.95E+00,2.18E-05
2238,4.12E+00,-2.15E-01,0.00E+00,-4.18E+00,4.35E+00,3.73E-05
2239,2.52E+00,2.42E+00,0.00E+00,1.57E-02,2.80E+00,2.89E-05
2240,2.50E+00,-1.66E-02,0.00E+00,-2.40E+00,2.78E+00,3.25E-05
2241,4.21E+00,4.66E+00,0.00E+00,2.64E+00,4.70E+00,5.11E-05
2242,2.19E+00,1.10E+00,0.00E+00,-1.14E+00,2.39E+00,2.82E-05
2243,4.22E+00,-2.70E+00,0.00E+00,-4.66E+00,4.70E+00,5.33E-06
2244,2.33E+00,1.73E+00,0.00E+00,-1.73E-01,2.56E+00,2.60E-05
2245,2.35E+00,1.74E-01,0.00E+00,-1.74E+00,2.57E+00,1.36E-05
2246,1.72E+00,1.31E-01,0.00E+00,-1.45E+00,1.84E+00,1.05E-05
2247,1.89E+00,1.43E+00,0.00E+00,-3.99E-01,2.05E+00,2.67E-05
2248,1.66E+00,9.19E-02,0.00E+00,-1.57E+00,1.78E+00,9.55E-06
2249,2.18E+00,1.85E+00,0.00E+00,-2.11E-01,2.38E+00,2.89E-05
2250,1.68E+00,1.49E+00,0.00E+00,-2.34E-01,1.80E+00,2.25E-05
2251,2.06E+00,-2.45E-01,0.00E+00,-2.10E+00,2.28E+00,8.05E-06
2252,1.89E+00,9.44E-02,0.00E+00,-1.57E+00,2.14E+00,1.15E-05
2253,1.77E+00,4.00E-01,0.00E+00,-1.13E+00,1.96E+00,1.16E-05
2254,1.74E+00,4.86E-01,0.00E+00,-1.08E+00,1.91E+00,1.14E-05
2255,1.59E+00,5.82E-01,0.00E+00,-9.72E-01,1.73E+00,1.24E-05
2256,5.67E+00,1.12E+00,0.00E+00,-5.01E+00,6.17E+00,2.09E-05
2257,2.55E+00,1.35E+00,0.00E+00,-1.27E+00,2.75E+00,2.22E-05
2258,5.67E+00,5.04E+00,0.00E+00,-1.07E+00,6.16E+00,8.70E-05
2259,3.53E+00,1.06E+00,0.00E+00,-2.82E+00,3.94E+00,1.33E-05
2260,3.52E+00,2.82E+00,0.00E+00,-1.03E+00,3.93E+00,5.64E-05
2261,4.72E+00,2.70E+00,0.00E+00,-2.67E+00,5.37E+00,3.42E-05
2262,2.22E+00,1.22E+00,0.00E+00,-1.28E+00,2.50E+00,2.64E-05
2263,4.65E+00,2.55E+00,0.00E+00,-2.72E+00,5.27E+00,5.24E-05
2264,2.21E+00,1.49E+00,0.00E+00,-1.01E+00,2.51E+00,1.19E-05
2265,2.19E+00,8.99E-01,0.00E+00,-1.57E+00,2.47E+00,2.60E-05
2266,1.58E+00,1.11E+00,0.00E+00,-4.90E-01,1.76E+00,1.61E-05
2267,1.63E+00,6.19E-01,0.00E+00,-1.00E+00,1.79E+00,8.62E-06
2268,1.32E+00,8.61E-01,0.00E+00,-6.45E-01,1.51E+00,1.54E-05
2269,1.90E+00,8.31E-01,0.00E+00,-1.26E+00,2.15E+00,1.74E-05
2270,1.34E+00,6.88E-01,0.00E+00,-8.33E-01,1.52E+00,1.30E-05
2271,1.92E+00,1.39E+00,0.00E+00,-7.51E-01,2.14E+00,2.29E-05
2272,1.61E+00,8.74E-01,0.00E+00,-8.53E-01,1.81E+00,1.68E-05
2273,1.48E+00,6.32E-01,0.00E+00,-7.99E-01,1.63E+00,1.13E-05
2274,1.41E+00,6.82E-01,0.00E+00,-7.20E-01,1.55E+00,1.22E-05
2275,1.19E+00,6.56E-01,0.00E+00,-6.27E-01,1.32E+00,1.19E-05
2276,5.61E-01,3.35E-01,0.00E+00,-2.67E-01,6.09E-01,6.82E-06
2277,3.39E-01,2.33E-01,0.00E+00,-1.28E-01,3.62E-01,4.56E-06
2278,1.74E-01,7.87E-02,0.00E+00,-1.19E-01,1.97E-01,2.03E-06
2279,7.02E-01,4.18E-01,0.00E+00,-3.66E-01,7.85E-01,1.18E-05
2280,8.97E-01,7.63E-01,0.00E+00,-1.91E-01,9.65E-01,1.54E-05
2281,7.35E-01,6.53E-01,0.00E+00,-1.29E-01,7.82E-01,1.08E-05
2282,3.67E-01,2.18E-01,0.00E+00,-1.96E-01,4.14E-01,4.40E-06
2283,1.63E-01,1.20E-01,0.00E+00,-6.08E-02,1.82E-01,1.90E-06
2284,1.93E-01,1.36E-01,0.00E+00,-8.25E-02,2.19E-01,2.32E-06
2285,1.92E-01,9.84E-02,0.00E+00,-1.21E-01,2.20E-01,2.15E-06
2286,1.97E-01,3.87E-02,0.00E+00,-1.72E-01,2.16E-01,1.89E-06
2287,1.94E-01,-2.30E-02,0.00E+00,-2.01E-01,2.09E-01,1.15E-06
2288,1.91E-01,-7.75E-02,0.00E+00,-2.14E-01,2.14E-01,3.50E-07
2289,1.83E-01,-1.16E-01,0.00E+00,-2.09E-01,2.09E-01,-6.01E-07
2290,8.32E-01,6.25E-01,0.00E+00,-2.55E-01,9.30E-01,7.95E-06
2291,6.79E-01,5.61E-01,0.00E+00,-1.12E-01,7.60E-01,5.27E-06
2292,5.81E-01,3.34E-01,0.00E+00,-2.79E-01,6.45E-01,4.61E-06
2293,3.54E-01,1.71E-01,0.00E+00,-2.04E-01,3.90E-01,4.08E-06
2294,1.08E-01,6.22E-02,0.00E+00,-5.59E-02,1.18E-01,1.55E-06
2295,4.95E-01,1.96E-01,0.00E+00,-2.61E-01,5.51E-01,4.34E-06
2296,4.74E-01,1.54E-02,0.00E+00,-4.17E-01,5.35E-01,4.94E-06
2297,4.60E-01,2.93E-01,0.00E+00,-2.26E-01,5.19E-01,6.65E-06
2298,2.94E-01,2.07E-01,0.00E+00,-1.13E-01,3.20E-01,5.12E-06
2299,4.08E-01,3.21E-01,0.00E+00,-9.30E-02,4.35E-01,4.82E-06
2300,3.12E-01,1.34E-01,0.00E+00,-1.97E-01,3.46E-01,3.05E-06
2301,2.66E-01,1.75E-01,0.00E+00,-1.16E-01,3.01E-01,2.95E-06
2302,6.90E-01,7.89E-01,0.00E+00,3.86E-01,7.90E-01,8.40E-06
2303,2.74E-01,1.75E-01,0.00E+00,-1.30E-01,3.07E-01,3.05E-06
2304,1.49E-01,1.03E-01,0.00E+00,-6.23E-02,1.68E-01,1.66E-06
2305,8.38E-01,1.66E-01,0.00E+00,-7.08E-01,9.14E-01,3.37E-06
2306,3.74E-01,1.96E-01,0.00E+00,-2.12E-01,4.10E-01,1.84E-06
2307,1.33E-01,8.83E-02,0.00E+00,-6.29E-02,1.51E-01,1.76E-06
2308,1.24E-01,9.30E-02,0.00E+00,-4.62E-02,1.39E-01,1.64E-06
2309,1.63E-01,9.02E-02,0.00E+00,-9.44E-02,1.85E-01,2.04E-06
2310,1.96E-01,3.88E-02,0.00E+00,-1.72E-01,2.15E-01,1.89E-06
2311,1.94E-01,-2.27E-02,0.00E+00,-2.01E-01,2.09E-01,1.15E-06
2312,1.92E-01,-7.78E-02,0.00E+00,-2.14E-01,2.15E-01,3.58E-07
2313,1.84E-01,-1.20E-01,0.00E+00,-2.10E-01,2.10E-01,-6.62E-07
2314,1.65E-01,8.50E-02,0.00E+00,-1.02E-01,1.87E-01,1.79E-06
2315,1.22E-01,5.82E-02,0.00E+00,-7.92E-02,1.37E-01,1.42E-06
2316,9.05E-02,4.78E-02,0.00E+00,-5.46E-02,1.02E-01,1.17E-06
2317,9.75E-02,5.75E-02,0.00E+00,-5.29E-02,1.10E-01,8.91E-07
2318,8.41E-02,4.52E-02,0.00E+00,-4.89E-02,9.40E-02,7.23E-07
2319,6.67E-02,2.73E-02,0.00E+00,-4.50E-02,7.42E-02,5.31E-07
2320,1.31E-01,8.71E-02,0.00E+00,-6.25E-02,1.50E-01,1.47E-06
2321,7.53E-02,4.50E-02,0.00E+00,-4.07E-02,8.57E-02,7.70E-07
2322,7.83E-02,3.68E-02,0.00E+00,-5.13E-02,8.81E-02,7.15E-07
2323,7.82E-02,3.29E-02,0.00E+00,-5.34E-02,8.63E-02,7.91E-07
2324,4.88E-02,1.19E-02,0.00E+00,-3.79E-02,5.27E-02,3.98E-07
2325,2.67E-01,2.02E-02,0.00E+00,-2.46E-01,2.97E-01,2.67E-06
2326,2.17E-01,-4.19E-02,0.00E+00,-2.33E-01,2.36E-01,1.65E-06
2327,3.06E-01,3.29E-01,0.00E+00,1.59E-01,3.33E-01,5.34E-06
2328,5.34E-01,3.94E-01,0.00E+00,-2.08E-01,6.02E-01,8.04E-06
2329,3.29E-01,3.59E-01,0.00E+00,1.40E-01,3.69E-01,5.86E-06
2330,1.74E-01,3.70E-02,0.00E+00,-1.46E-01,1.90E-01,1.39E-06
2331,1.97E-01,5.05E-02,0.00E+00,-1.59E-01,2.14E-01,1.85E-06
2332,1.92E-01,9.35E-02,0.00E+00,-1.23E-01,2.16E-01,2.27E-06
2333,1.82E-01,1.37E-01,0.00E+00,-6.69E-02,2.03E-01,2.46E-06
2334,1.74E-01,1.73E-01,0.00E+00,1.60E-03,1.86E-01,2.28E-06
2335,1.73E-01,1.89E-01,0.00E+00,5.68E-02,1.90E-01,2.09E-06
2336,1.72E-01,1.91E-01,0.00E+00,1.11E-01,1.91E-01,1.74E-06
2337,1.70E-01,1.89E-01,0.00E+00,1.07E-01,1.89E-01,1.75E-06
2338,1.70E-01,1.86E-01,0.00E+00,5.52E-02,1.86E-01,2.06E-06
2339,1.89E-01,3.88E-02,0.00E+00,-1.21E-01,2.06E-01,1.24E-06
